process_id	plate_id	filename	ut_start	ut_mid	ut_end	exptime	year_mid	jd_mid	hjd_mid	color_term	faint_limit	natmag	natmagerr	bmag	bmagerr	vmag	vmagerr	annular_bin
32	42651	002534_1970_h.fits	07.06.1970 09:06	07.06.1970 09:36	07.06.1970 10:06	3600	1970.430938	2440744.9	2440744.904	1.1595	14.1927	13.461	0.242077	13.2693	0.24253	12.0673	0.251514	1
33	42683	002566_1970_h.fits	08.06.1970 08:40	08.06.1970 09:10	08.06.1970 09:40	3600	1970.433626	2440745.882	2440745.886	1.16817	14.1611	13.7005	0.179893	13.4983	0.180596	12.2963	0.192644	1
34	42799	002682_1970_h.fits	25.06.1970 08:16	25.06.1970 08:46	25.06.1970 09:16	3600	1970.480124	2440762.865	2440762.869	1.16751	14.1174	13.9122	0.217171	13.7109	0.217713	12.5089	0.227796	1
35	42819	002702_1970_h.fits	26.06.1970 08:02	26.06.1970 08:32	26.06.1970 09:02	3600	1970.482835	2440763.856	2440763.859	1.00135	14.1073	13.5711	0.181215	13.5695	0.181276	12.3675	0.190355	1
36	42819	002702_1970_h.fits	26.06.1970 08:02	26.06.1970 08:32	26.06.1970 09:02	3600	1970.482835	2440763.856	2440763.859	1.00135	14.1073	13.5711	0.181215	13.5695	0.181276	12.3675	0.190355	1
37	42851	002734_1970_h.fits	05.07.1970 07:20	05.07.1970 07:50	05.07.1970 08:20	3600	1970.507396	2440772.826	2440772.829	1.14759	14.0307	13.7914	0.212286	13.614	0.212791	12.412	0.222796	1
162	45549	000235_1971_h.fits	23.03.1971 05:34	23.03.1971 06:04	23.03.1971 06:34	3600	1971.221774	2441033.753	2441033.757	1.12046	13.15	nan	nan	nan	nan	nan	nan	nan
163	45572	000258_1971_h.fits	24.03.1971 06:05	24.03.1971 06:35	24.03.1971 07:05	3600	1971.22457	2441034.774	2441034.778	1.13837	12.8276	nan	nan	nan	nan	nan	nan	nan
38	42959	002842_1971_h.fits	01.04.1971 13:12	01.04.1971 13:42	01.04.1971 14:12	3600	1971.247285	2441043.071	2441043.075	1.1227	13.7837	13.6672	0.186852	13.5197	0.187513	12.3177	0.198373	4
166	42979	002862_1971_h.fits	02.04.1971 13:46	02.04.1971 14:16	02.04.1971 14:46	3600	1971.250087	2441044.094	2441044.099	1.0439	13.67	13.5598	0.261222	13.5071	0.261639	12.3051	0.268543	1
164	45601	000288_1971_h.fits	03.04.1971 05:18	03.04.1971 05:48	03.04.1971 06:18	3600	1971.251859	2441044.742	2441044.746	1.13757	13.2655	nan	nan	nan	nan	nan	nan	nan
159	43076	002962_1971_h.fits	26.04.1971 11:30	26.04.1971 12:00	26.04.1971 12:30	3600	1971.315537	2441068	2441068.005	1.11834	13.9022	nan	nan	nan	nan	nan	nan	nan
160	43103	002990_1971_h.fits	21.05.1971 09:50	21.05.1971 10:20	21.05.1971 10:50	3600	1971.383793	2441092.931	2441092.936	1.08304	13.7721	nan	nan	nan	nan	nan	nan	nan
39	43119	003006_1971_h.fits	22.05.1971 10:51	22.05.1971 11:21	22.05.1971 11:51	3600	1971.386647	2441093.973	2441093.978	1.04922	13.5681	13.2107	0.195482	13.1516	0.195986	11.9496	0.205199	1
161	43131	003018_1971_h.fits	28.05.1971 10:05	28.05.1971 10:35	28.05.1971 11:05	3600	1971.402987	2441099.941	2441099.946	1.02582	13.297	nan	nan	nan	nan	nan	nan	nan
40	43151	003038_1971_h.fits	14.06.1971 09:00	14.06.1971 09:30	14.06.1971 10:00	3600	1971.449407	2441116.896	2441116.9	1.0624	13.6744	13.4502	0.210383	13.3752	0.210904	12.1732	0.219694	1
41	43183	003070_1971_h.fits	19.06.1971 07:53	19.06.1971 08:23	19.06.1971 08:53	3600	1971.462969	2441121.849	2441121.853	1.08026	13.8081	13.7489	0.26887	13.6524	0.269244	12.4504	0.276401	1
42	43223	003110_1971_h.fits	20.06.1971 08:00	20.06.1971 08:30	20.06.1971 09:00	3600	1971.46572	2441122.854	2441122.858	1.08426	13.6494	13.5097	0.22642	13.4085	0.226901	12.2065	0.235407	1
43	43317	003204_1972_h.fits	18.03.1972 13:45	18.03.1972 14:15	18.03.1972 14:45	3600	1972.211071	2441395.094	2441395.098	1.14237	13.7837	13.8061	0.17191	13.635	0.172584	12.433	0.184685	1
165	43357	003244_1972_h.fits	15.04.1972 12:00	15.04.1972 12:30	15.04.1972 13:00	3600	1972.287531	2441423.021	2441423.026	1.1143	13.6963	nan	nan	nan	nan	nan	nan	nan
45	43373	003260_1972_h.fits	19.04.1972 11:35	19.04.1972 12:05	19.04.1972 12:35	3600	1972.298435	2441427.003	2441427.009	1.15988	13.9967	13.7141	0.208197	13.5219	0.208762	12.3199	0.219141	1
46	43393	003280_1972_h.fits	06.05.1972 10:15	06.05.1972 10:45	06.05.1972 11:15	3600	1972.344827	2441443.948	2441443.953	1.13139	14.0409	13.6728	0.277514	13.5149	0.277887	12.3129	0.28543	1
47	43429	003316_1972_h.fits	09.05.1972 10:01	09.05.1972 10:31	09.05.1972 11:01	3600	1972.353014	2441446.938	2441446.943	1.12463	14.2785	13.9059	0.276986	13.756	0.277348	12.554	0.284825	1
49	43469	003356_1972_h.fits	02.06.1972 08:31	02.06.1972 09:01	02.06.1972 09:31	3600	1972.418551	2441470.876	2441470.88	1.12387	14.2171	13.739	0.268441	13.5902	0.268808	12.3882	0.276507	1
50	43481	003368_1972_h.fits	04.06.1972 09:09	04.06.1972 09:39	04.06.1972 10:09	3600	1972.424099	2441472.902	2441472.907	1.0995	14.1214	13.7172	0.234233	13.5976	0.2346	12.3956	0.243047	1
62	44772	004666_1974_h.fits	21.05.1974 09:42	21.05.1974 10:01	21.05.1974 10:20	2280	1974.384442	2442188.917	2442188.922	1.0073	13.9933	13.6371	0.171244	13.6283	0.171789	12.4263	0.181454	1
64	45006	004902_1975_h.fits	08.06.1975 08:35	08.06.1975 09:05	08.06.1975 09:35	3600	1975.432932	2442571.878	2442571.883	1.03423	14.1838	13.6322	0.279591	13.5911	0.279841	12.3891	0.286193	2
65	45030	004926_1975_h.fits	27.06.1975 07:00	27.06.1975 07:30	27.06.1975 08:00	3600	1975.484771	2442590.813	2442590.816	1.06615	14.4997	13.778	0.293082	13.6985	0.293295	12.4965	0.29972	2
66	45042	004938_1975_h.fits	28.06.1975 07:31	28.06.1975 08:01	28.06.1975 08:31	3600	1975.487568	2442591.834	2442591.837	1.06086	14.4955	13.733	0.24974	13.6598	0.250061	12.4578	0.257498	1
67	45050	004946_1975_h.fits	29.06.1975 06:55	29.06.1975 07:25	29.06.1975 07:55	3600	1975.490237	2442592.809	2442592.812	1.06432	14.4714	13.8622	0.245745	13.7849	0.24604	12.5829	0.253641	2
68	45062	004958_1975_h.fits	30.06.1975 06:52	30.06.1975 07:22	30.06.1975 07:52	3600	1975.492969	2442593.807	2442593.81	1.06801	14.445	13.7742	0.211549	13.6924	0.211876	12.4904	0.220713	1
70	45226	005124_1976_h.fits	10.03.1976 14:25	10.03.1976 14:55	10.03.1976 15:25	3600	1976.189244	2442848.122	2442848.125	1.03757	14.1656	13.5744	0.258079	13.5293	0.258299	12.3273	0.26521	1
71	45238	005136_1976_h.fits	25.03.1976 13:14	25.03.1976 13:44	25.03.1976 14:14	3600	1976.230177	2442863.072	2442863.076	1.05358	14.1628	13.7478	0.284209	13.6834	0.284432	12.4814	0.290908	1
72	45258	005156_1976_h.fits	22.05.1976 09:25	22.05.1976 09:55	22.05.1976 10:25	3600	1976.388537	2442920.913	2442920.918	1.02133	13.8919	13.6055	0.206682	13.5798	0.207114	12.3778	0.215418	1
