J.D.-2400000	JD_UTC	Source_AMag_T1	Source_AMag_Err_T1
57055.689797	2457055.689797	12.312369	0.027694
57055.689983	2457055.689983	12.382451	0.027579
57056.697922	2457056.697922	12.343322	0.022890
57056.698038	2457056.698038	12.485351	0.024405
57056.698189	2457056.698189	12.359824	0.022879
57057.698501	2457057.698501	12.345376	0.023991
57057.698628	2457057.698628	12.433104	0.024066
57057.698825	2457057.698825	12.209228	0.025826
57059.729693	2457059.729693	12.409715	0.023360
57059.729890	2457059.729890	12.437050	0.023502
57059.730075	2457059.730075	12.369262	0.023018
57061.657934	2457061.657934	12.274420	0.017899
57061.658084	2457061.658084	12.272878	0.017868
57061.658200	2457061.658200	12.276950	0.017877
56738.540133	2456738.540133	12.453394	0.020110
56738.540249	2456738.540249	12.458561	0.020413
56738.540365	2456738.540365	12.459972	0.019981
56739.540469	2456739.540469	12.356525	0.018679
56739.540584	2456739.540584	12.346001	0.018643
56739.540700	2456739.540700	12.391520	0.018654
56740.541071	2456740.541071	12.536640	0.020418
56740.541198	2456740.541198	12.538597	0.020541
56740.541325	2456740.541325	12.475110	0.020013
56741.541730	2456741.541730	12.496548	0.019473
56741.541858	2456741.541858	12.558919	0.019629
56741.541997	2456741.541997	12.489721	0.019274
56742.542205	2456742.542205	12.376239	0.019349
56742.542321	2456742.542321	12.424642	0.019459
56742.542425	2456742.542425	12.318141	0.019045
56743.543999	2456743.543999	12.585346	0.022284
56743.544126	2456743.544126	12.420736	0.018770
56743.544300	2456743.544300	12.396114	0.018398
56744.544936	2456744.544936	12.479669	0.019174
56744.545052	2456744.545052	12.398709	0.018706
56744.545179	2456744.545179	12.466674	0.019404
56745.546626	2456745.546626	12.426651	0.019183
56745.546742	2456745.546742	12.414033	0.018684
56745.546869	2456745.546869	12.514412	0.019440
56746.547159	2456746.547159	12.438307	0.018829
56746.547274	2456746.547274	12.457582	0.019122
56746.547390	2456746.547390	12.467760	0.019650
56747.549682	2456747.549682	12.434563	0.018208
56747.549797	2456747.549797	12.345828	0.018097
56747.549925	2456747.549925	12.328137	0.017574
56749.551672	2456749.551672	12.396290	0.018786
56749.551788	2456749.551788	12.399485	0.018407
56749.551892	2456749.551892	12.367349	0.018354
56750.552459	2456750.552459	12.495185	0.019344
56750.552575	2456750.552575	12.521059	0.019497
56750.552679	2456750.552679	12.533278	0.019741
56751.553536	2456751.553536	12.429435	0.019334
56751.553640	2456751.553640	12.388659	0.018851
56751.553756	2456751.553756	12.450026	0.019334
56752.555573	2456752.555573	12.327120	0.017143
56752.555689	2456752.555689	12.346485	0.017317
56752.555804	2456752.555804	12.433804	0.017629
56753.556221	2456753.556221	12.492402	0.019264
56753.556325	2456753.556325	12.476790	0.019029
56753.556453	2456753.556453	12.464538	0.019386
56754.556800	2456754.556800	12.587271	0.021018
56754.556916	2456754.556916	12.626683	0.021753
56754.557043	2456754.557043	12.606570	0.021392
56755.557147	2456755.557147	12.572609	0.022164
56755.557274	2456755.557274	12.549525	0.020386
56755.557390	2456755.557390	12.477646	0.020261
56756.558084	2456756.558084	12.432347	0.017147
56756.558212	2456756.558212	12.409051	0.017080
56756.558328	2456756.558328	12.477042	0.017267
56757.558941	2456757.558941	12.528180	0.018207
56757.559057	2456757.559057	12.400059	0.017520
56757.559172	2456757.559172	12.472751	0.017796
56758.559381	2456758.559381	12.350869	0.017978
56758.559497	2456758.559497	12.294060	0.017296
56758.559612	2456758.559612	12.356623	0.017839
56759.560122	2456759.560122	12.395103	0.016256
56759.560249	2456759.560249	12.393966	0.016273
56759.560365	2456759.560365	12.364901	0.016178
56760.627459	2456760.627459	12.393950	0.015613
56760.627575	2456760.627575	12.366303	0.015501
56760.627691	2456760.627691	12.339360	0.015398
56761.642367	2456761.642367	12.134166	0.013801
56761.642494	2456761.642494	12.056544	0.012817
56761.642610	2456761.642610	11.943664	0.012286
56762.642703	2456762.642703	12.392556	0.020383
56762.642818	2456762.642818	12.448152	0.021107
56762.642922	2456762.642922	12.354711	0.019467
56763.643872	2456763.643872	12.340419	0.018063
56763.643987	2456763.643987	12.375549	0.018302
56763.644115	2456763.644115	12.341532	0.017852
56764.644369	2456764.644369	12.209751	0.014124
56764.644485	2456764.644485	12.225189	0.013848
56764.644601	2456764.644601	12.415675	0.016323
56765.645214	2456765.645214	12.312082	0.015780
56765.645341	2456765.645341	12.399423	0.016144
56765.645457	2456765.645457	12.367132	0.015931
56766.645573	2456766.645573	12.437573	0.016570
56766.645689	2456766.645689	12.487709	0.017007
56766.645816	2456766.645816	12.473881	0.016807
56767.646916	2456767.646916	12.402237	0.017004
56767.647043	2456767.647043	12.401353	0.016837
56767.647170	2456767.647170	12.381780	0.016746
56768.657679	2456768.657679	12.408531	0.030030
56768.668212	2456768.668212	12.240379	0.014304
56768.668339	2456768.668339	12.304778	0.014562
56769.658177	2456769.658177	12.458526	0.017213
56769.658293	2456769.658293	12.447546	0.017269
56769.658409	2456769.658409	12.490714	0.017551
56770.659786	2456770.659786	12.418174	0.016957
56770.659913	2456770.659913	12.432526	0.017170
56770.660041	2456770.660041	12.394537	0.016999
56771.660874	2456771.660874	12.328498	0.016264
56771.660990	2456771.660990	12.398521	0.016670
56771.661105	2456771.661105	12.390889	0.016873
56772.661603	2456772.661603	12.410165	0.017055
56772.661719	2456772.661719	12.459706	0.017574
56772.661834	2456772.661834	12.462388	0.017518
56773.663675	2456773.663675	12.319024	0.016135
56773.663791	2456773.663791	12.276992	0.016469
56773.663906	2456773.663906	12.327557	0.017378
56775.481175	2456775.481175	12.392475	0.017804
56775.481291	2456775.481291	12.409113	0.018174
56775.481406	2456775.481406	12.458520	0.018276
56776.481962	2456776.481962	12.522875	0.019081
56776.482089	2456776.482089	12.471156	0.018627
56776.482205	2456776.482205	12.564053	0.019373
56777.513432	2456777.513432	12.410403	0.018268
56777.513559	2456777.513559	12.411286	0.018420
56777.513675	2456777.513675	12.357247	0.017575
56778.514288	2456778.514288	12.437768	0.018037
56778.514416	2456778.514416	12.468114	0.018254
56778.514531	2456778.514531	12.491921	0.018129
56779.539647	2456779.539647	12.309175	0.014518
56779.539763	2456779.539763	12.220744	0.013722
56779.539878	2456779.539878	12.210556	0.013499
56781.477818	2456781.477818	12.360111	0.017916
56781.477934	2456781.477934	12.352391	0.017723
56781.478050	2456781.478050	12.419097	0.017983
56783.479381	2456783.479381	12.393513	0.017540
56783.479520	2456783.479520	12.461803	0.017658
56783.479624	2456783.479624	12.415798	0.017544
56784.480376	2456784.480376	12.424388	0.018592
56784.480492	2456784.480492	12.372955	0.018304
56784.480608	2456784.480608	12.408036	0.018505
56785.481453	2456785.481453	12.431757	0.017583
56785.481580	2456785.481580	12.409678	0.017592
56785.481684	2456785.481684	12.406871	0.017508
56786.482332	2456786.482332	12.432536	0.017758
56786.482448	2456786.482448	12.379544	0.017579
56786.482564	2456786.482564	12.443233	0.017614
56787.483166	2456787.483166	12.035251	0.017788
56787.483281	2456787.483281	12.038574	0.018311
56787.483385	2456787.483385	12.296924	0.031262
56788.741742	2456788.741742	12.278915	0.019282
56788.741846	2456788.741846	12.347678	0.018995
56788.741973	2456788.741973	12.204479	0.019142
56789.742170	2456789.742170	12.363671	0.018188
56789.742297	2456789.742297	12.343912	0.018067
56789.742413	2456789.742413	12.383280	0.018157
56790.742714	2456790.742714	12.336943	0.031139
56790.742818	2456790.742818	12.373168	0.032826
56790.742946	2456790.742946	12.294169	0.030786
56791.743038	2456791.743038	12.345739	0.023530
56791.743154	2456791.743154	12.354429	0.024460
56791.743270	2456791.743270	12.345762	0.022577
56792.745006	2456792.745006	12.404041	0.024005
56792.745122	2456792.745122	12.417979	0.023722
56792.745237	2456792.745237	12.370636	0.022121
56793.745353	2456793.745353	12.272460	0.018543
56793.745469	2456793.745469	12.296432	0.018878
56793.745573	2456793.745573	12.241659	0.018602
56794.746186	2456794.746186	12.181536	0.016298
56794.746302	2456794.746302	12.098772	0.015745
56794.746418	2456794.746418	12.107595	0.015587
56795.746580	2456795.746580	12.268811	0.018267
56795.746696	2456795.746696	12.331496	0.018194
56795.746811	2456795.746811	12.321183	0.018274
56796.746892	2456796.746892	12.297583	0.015160
56796.747008	2456796.747008	12.205071	0.013800
56796.747135	2456796.747135	12.242054	0.013750
56797.747251	2456797.747251	12.248901	0.021804
56797.747355	2456797.747355	12.031659	0.016266
56797.747471	2456797.747471	12.166560	0.015819
56799.792946	2456799.792946	12.464873	0.018070
56799.793073	2456799.793073	12.507017	0.018631
56799.793200	2456799.793200	12.527390	0.018677
56801.517367	2456801.517367	12.443221	0.018336
56801.517494	2456801.517494	12.478331	0.018882
56801.517622	2456801.517622	12.459851	0.018789
56802.564277	2456802.564277	12.469509	0.018699
56802.564381	2456802.564381	12.469534	0.018354
56802.564485	2456802.564485	12.509609	0.018707
56803.564647	2456803.564647	12.358156	0.018687
56803.564763	2456803.564763	12.330549	0.017336
56803.564867	2456803.564867	12.412542	0.018070
56804.566291	2456804.566291	12.342023	0.015574
56804.566395	2456804.566395	12.312212	0.015239
56804.566499	2456804.566499	12.353599	0.015507
56805.566939	2456805.566939	12.359935	0.017672
56805.567054	2456805.567054	12.429060	0.017852
56805.567159	2456805.567159	12.304172	0.017014
56808.483073	2456808.483073	12.468490	0.018661
56808.483200	2456808.483200	12.511046	0.019138
56808.483328	2456808.483328	12.500013	0.018883
56809.483953	2456809.483953	12.397980	0.017523
56809.484057	2456809.484057	12.453199	0.017828
56809.484172	2456809.484172	12.407318	0.017808
56810.484300	2456810.484300	12.502083	0.018273
56810.484416	2456810.484416	12.495184	0.018301
56810.484520	2456810.484520	12.478503	0.018038
56811.484670	2456811.484670	12.493079	0.018688
56811.484786	2456811.484786	12.414883	0.017761
56811.484902	2456811.484902	12.443921	0.017629
56814.469334	2456814.469334	12.436048	0.017983
56814.469450	2456814.469450	12.435568	0.018164
56814.469554	2456814.469554	12.491911	0.018335
56816.610203	2456816.610203	12.398623	0.016949
56816.610318	2456816.610318	12.444200	0.017118
56816.610434	2456816.610434	12.420293	0.017009
56818.611094	2456818.611094	12.414909	0.035403
56818.611198	2456818.611198	12.269047	0.036038
56818.611314	2456818.611314	12.344478	0.040616
56821.580052	2456821.580052	12.549948	0.030408
56821.580179	2456821.580179	12.399484	0.025999
56821.580307	2456821.580307	12.388967	0.028655
56822.609751	2456822.609751	12.256720	0.013911
56822.609855	2456822.609855	12.275409	0.013910
56822.609971	2456822.609971	12.201157	0.013666
56823.610203	2456823.610203	12.403189	0.015331
56823.610318	2456823.610318	12.444593	0.015742
56823.610434	2456823.610434	12.363700	0.015623
56824.610399	2456824.610399	12.582571	0.018433
56824.610515	2456824.610515	12.580699	0.018680
56824.610631	2456824.610631	12.539720	0.018613
56825.610874	2456825.610874	12.474695	0.017596
56825.611013	2456825.611013	12.467916	0.017644
56825.611128	2456825.611128	12.490206	0.017534
56826.611302	2456826.611302	12.632712	0.023617
56826.611418	2456826.611418	12.627019	0.022137
56826.611534	2456826.611534	12.617436	0.021807
56827.612703	2456827.612703	12.726298	0.025033
56827.612807	2456827.612807	12.666241	0.023435
56827.612922	2456827.612922	12.789600	0.026570
56828.613015	2456828.613015	12.501634	0.018597
56828.613131	2456828.613131	12.496153	0.018625
56828.613247	2456828.613247	12.511839	0.018544
56829.614392	2456829.614392	12.508769	0.018277
56829.614508	2456829.614508	12.514967	0.018335
56829.614624	2456829.614624	12.547663	0.018470
56830.615203	2456830.615203	12.365924	0.016443
56830.615318	2456830.615318	12.332143	0.015068
56830.615422	2456830.615422	12.316354	0.014915
56831.616522	2456831.616522	12.382745	0.016323
56831.616649	2456831.616649	12.516000	0.017175
56831.616777	2456831.616777	12.468316	0.017300
56832.617703	2456832.617703	12.350962	0.021706
56832.617818	2456832.617818	12.475952	0.022665
56832.617934	2456832.617934	12.399231	0.034468
56833.619057	2456833.619057	12.405129	0.017227
56833.619172	2456833.619172	12.398954	0.017291
56833.619288	2456833.619288	12.458827	0.017656
56835.675249	2456835.675249	12.287532	0.015502
56835.675411	2456835.675411	12.330203	0.015510
56835.675527	2456835.675527	12.333563	0.015688
56836.675550	2456836.675550	12.335120	0.015274
56836.675666	2456836.675666	12.355061	0.015310
56836.675770	2456836.675770	12.341839	0.015198
56837.676198	2456837.676198	12.370108	0.015188
56837.676314	2456837.676314	12.362846	0.015158
56837.676429	2456837.676429	12.386920	0.015341
56838.676696	2456838.676696	12.231938	0.013714
56838.676811	2456838.676811	12.198454	0.013600
56838.676916	2456838.676916	12.285683	0.013931
56839.677135	2456839.677135	12.376551	0.015343
56839.677251	2456839.677251	12.384399	0.015429
56839.677367	2456839.677367	12.391914	0.015474
56841.686487	2456841.686487	12.146867	0.016417
56841.686672	2456841.686672	12.227139	0.014980
56841.686777	2456841.686777	12.172530	0.015723
56844.473166	2456844.473166	12.400328	0.016869
56844.473270	2456844.473270	12.402721	0.016720
56844.473397	2456844.473397	12.411398	0.016829
56845.473397	2456845.473397	12.440915	0.017340
56845.473536	2456845.473536	12.396719	0.017039
56845.473652	2456845.473652	12.388865	0.016967
56847.475503	2456847.475503	12.389733	0.018256
56847.475631	2456847.475631	12.401350	0.018187
56847.475735	2456847.475735	12.406963	0.018294
56848.476603	2456848.476603	12.361217	0.017153
56848.476730	2456848.476730	12.438238	0.017473
56848.476846	2456848.476846	12.378506	0.017086
56850.690006	2456850.690006	12.482316	0.026175
56850.690122	2456850.690122	12.470276	0.027629
56850.690226	2456850.690226	12.436821	0.029831
56415.705839	2456415.705839	12.480656	0.014726
56415.705943	2456415.705943	12.429061	0.014587
56415.706047	2456415.706047	12.390181	0.014343
56416.559427	2456416.559427	12.459238	0.016215
56416.559531	2456416.559531	12.417274	0.016199
56416.559635	2456416.559635	12.392939	0.015866
56417.495966	2456417.495966	12.445256	0.015981
56417.496082	2456417.496082	12.413191	0.015580
56417.496186	2456417.496186	12.481731	0.016019
56418.496777	2456418.496777	12.424750	0.015070
56418.496881	2456418.496881	12.407589	0.014842
56418.496985	2456418.496985	12.351692	0.014502
56419.476429	2456419.476429	12.436208	0.016022
56419.476534	2456419.476534	12.456177	0.015977
56419.476649	2456419.476649	12.434436	0.016495
56420.476186	2456420.476186	12.388351	0.015189
56420.476406	2456420.476406	12.383040	0.015332
56421.547228	2456421.547228	12.481149	0.016534
56421.547332	2456421.547332	12.471832	0.016393
56421.547436	2456421.547436	12.441132	0.015792
56423.516904	2456423.516904	12.363879	0.014885
56423.517020	2456423.517020	12.336258	0.014703
56423.517135	2456423.517135	12.404459	0.015146
56424.498547	2456424.498547	12.429142	0.015463
56428.684682	2456428.684682	12.268750	0.012545
56428.684797	2456428.684797	12.251842	0.011990
56428.684902	2456428.684902	12.336646	0.012965
56432.483223	2456432.483223	12.413989	0.015656
56432.483328	2456432.483328	12.377067	0.015600
56432.483443	2456432.483443	12.397637	0.015694
56433.492390	2456433.492390	12.389035	0.015064
56433.492506	2456433.492506	12.400869	0.015314
56433.492610	2456433.492610	12.432121	0.015261
56434.472541	2456434.472541	12.359731	0.014197
56434.472645	2456434.472645	12.378925	0.014301
56434.472749	2456434.472749	12.391496	0.014469
56435.470851	2456435.470851	12.341511	0.014040
56435.470966	2456435.470966	12.297427	0.013582
56435.471071	2456435.471071	12.318179	0.013720
56438.470272	2456438.470272	12.406609	0.014937
56438.470376	2456438.470376	12.379640	0.014785
56438.470480	2456438.470480	12.368300	0.014883
56439.511534	2456439.511534	12.374253	0.016816
56439.511638	2456439.511638	12.426965	0.017531
56439.511753	2456439.511753	12.399317	0.017076
56442.483721	2456442.483721	12.352608	0.016101
56442.483837	2456442.483837	12.323725	0.015839
56442.483941	2456442.483941	12.331125	0.016018
56443.469890	2456443.469890	12.358563	0.024237
56443.469994	2456443.469994	12.465792	0.025202
56443.470110	2456443.470110	12.413031	0.025026
56458.469809	2456458.469809	12.231091	0.013166
56458.469925	2456458.469925	12.280572	0.013131
56458.470029	2456458.470029	12.307313	0.013703
56459.469902	2456459.469902	12.448780	0.015967
56459.470006	2456459.470006	12.438835	0.015773
56459.470110	2456459.470110	12.435048	0.015835
56460.469520	2456460.469520	12.372162	0.016888
56460.469624	2456460.469624	12.385650	0.016594
56460.469740	2456460.469740	12.363357	0.016287
56461.472841	2456461.472841	12.372152	0.014693
56461.472946	2456461.472946	12.367704	0.014642
56461.473050	2456461.473050	12.351414	0.014667
56463.472413	2456463.472413	12.398131	0.015109
56463.472517	2456463.472517	12.384700	0.015074
56463.472633	2456463.472633	12.374725	0.014942
56464.470897	2456464.470897	12.346897	0.013761
56464.471013	2456464.471013	12.344329	0.013690
56464.471117	2456464.471117	12.299290	0.013524
56465.470191	2456465.470191	12.339428	0.013725
56465.470307	2456465.470307	12.311614	0.013478
56465.470411	2456465.470411	12.383789	0.013861
56467.471916	2456467.471916	12.405591	0.014840
56467.472020	2456467.472020	12.401956	0.014939
56467.472135	2456467.472135	12.370650	0.014796
56468.483096	2456468.483096	12.379879	0.015324
56468.483200	2456468.483200	12.378158	0.015359
56468.483304	2456468.483304	12.385630	0.015355
56469.471684	2456469.471684	12.451698	0.016209
56469.471788	2456469.471788	12.424857	0.015843
56469.471892	2456469.471892	12.455907	0.015956
56472.477784	2456472.477784	12.423304	0.052014
56472.477899	2456472.477899	12.363799	0.052621
56472.478003	2456472.478003	12.294710	0.052848
56473.471927	2456473.471927	12.444577	0.015660
56473.472031	2456473.472031	12.445763	0.015661
56473.472135	2456473.472135	12.470956	0.015880
56474.471927	2456474.471927	12.374448	0.015139
56474.472043	2456474.472043	12.375354	0.015210
56474.472147	2456474.472147	12.356544	0.015033
56475.486730	2456475.486730	12.461154	0.015816
56475.486834	2456475.486834	12.446582	0.015657
56475.486950	2456475.486950	12.483072	0.015871
56476.488883	2456476.488883	12.425137	0.015988
56476.488999	2456476.488999	12.387930	0.015288
56476.489103	2456476.489103	12.383628	0.015569
56477.481510	2456477.481510	12.415249	0.015600
56477.481615	2456477.481615	12.398157	0.015625
56477.481719	2456477.481719	12.407236	0.015516
56479.574219	2456479.574219	12.118588	0.023623
56479.574323	2456479.574323	12.180380	0.024732
56479.574427	2456479.574427	12.137763	0.025965
56481.502656	2456481.502656	12.459376	0.015236
56481.502760	2456481.502760	12.426134	0.015072
56481.502876	2456481.502876	12.481735	0.015330
56482.642135	2456482.642135	12.364729	0.017300
56482.642240	2456482.642240	12.338821	0.018355
56482.642344	2456482.642344	12.353982	0.016286
56484.474554	2456484.474554	12.516663	0.032468
56484.474659	2456484.474659	12.354180	0.029416
56484.474774	2456484.474774	12.484059	0.031643
56485.474890	2456485.474890	12.434193	0.016241
56485.474994	2456485.474994	12.419959	0.016615
56485.475098	2456485.475098	12.458024	0.017097
56486.487332	2456486.487332	12.471996	0.015318
56486.487436	2456486.487436	12.440942	0.015250
56486.487541	2456486.487541	12.465478	0.015370
56487.514902	2456487.514902	12.400387	0.014748
56487.515017	2456487.515017	12.442343	0.015147
56487.515133	2456487.515133	12.478237	0.015303
56488.526071	2456488.526071	12.496580	0.015065
56488.526186	2456488.526186	12.438668	0.014904
56488.526291	2456488.526291	12.439475	0.014851
56489.476684	2456489.476684	12.410472	0.014819
56489.476788	2456489.476788	12.409914	0.014739
56489.476904	2456489.476904	12.408354	0.014827
56490.476823	2456490.476823	12.390051	0.014712
56490.476939	2456490.476939	12.400639	0.014838
56490.477043	2456490.477043	12.374632	0.014663
56491.476765	2456491.476765	12.415521	0.014738
56491.476881	2456491.476881	12.448952	0.014919
56491.476985	2456491.476985	12.498563	0.015260
56492.477529	2456492.477529	12.317710	0.016004
56492.477645	2456492.477645	12.392456	0.016127
56492.477749	2456492.477749	12.356355	0.016325
56494.484809	2456494.484809	12.441540	0.015115
56494.484913	2456494.484913	12.407876	0.015047
56494.485029	2456494.485029	12.406563	0.014943
56495.635712	2456495.635712	12.381954	0.021196
56495.635828	2456495.635828	12.328967	0.018716
56495.635932	2456495.635932	12.343592	0.017972
56496.478744	2456496.478744	12.380991	0.014337
56496.478860	2456496.478860	12.431585	0.014616
56496.478964	2456496.478964	12.386813	0.014294
56497.478733	2456497.478733	12.539051	0.016180
56497.478848	2456497.478848	12.512116	0.016013
56497.478953	2456497.478953	12.530277	0.016110
56498.495237	2456498.495237	12.487127	0.016285
56498.495341	2456498.495341	12.513921	0.016321
56498.495457	2456498.495457	12.566440	0.016724
56500.509416	2456500.509416	12.331785	0.013776
56500.509520	2456500.509520	12.322540	0.013668
56500.509624	2456500.509624	12.370802	0.014108
56502.480179	2456502.480179	12.395013	0.031797
56502.480284	2456502.480284	12.389788	0.026666
56502.480399	2456502.480399	12.280509	0.031972
56503.654902	2456503.654902	12.468589	0.017158
56503.655017	2456503.655017	12.428950	0.017059
56503.655122	2456503.655122	12.496409	0.017635
56504.481314	2456504.481314	12.461334	0.021828
56504.481418	2456504.481418	12.549058	0.028210
56504.481522	2456504.481522	12.452202	0.027557
56509.482552	2456509.482552	12.441214	0.015182
56509.482656	2456509.482656	12.421701	0.015071
56509.482760	2456509.482760	12.429580	0.015089
56510.538964	2456510.538964	12.487570	0.015760
56510.539068	2456510.539068	12.481826	0.015697
56510.539184	2456510.539184	12.456076	0.015608
56511.483837	2456511.483837	12.431455	0.015190
56511.483953	2456511.483953	12.434109	0.015366
56511.484068	2456511.484068	12.442230	0.015351
56513.563339	2456513.563339	12.599226	0.018330
56513.563455	2456513.563455	12.579494	0.018094
56513.563571	2456513.563571	12.609110	0.018427
56514.484902	2456514.484902	12.462089	0.015430
56514.485017	2456514.485017	12.479766	0.015452
56514.485122	2456514.485122	12.496878	0.015484
58207.902888	2458207.902888	12.339958	0.014902
58208.589531	2458208.589531	12.405200	0.016623
58208.632054	2458208.632054	12.360546	0.015901
58208.675098	2458208.675098	12.389243	0.015023
58208.718582	2458208.718582	12.354740	0.014776
58208.765341	2458208.765341	12.202720	0.015840
58208.808536	2458208.808536	12.251496	0.016628
58208.895897	2458208.895897	12.309115	0.017157
58209.692459	2458209.692459	12.336581	0.014888
58209.735457	2458209.735457	12.344873	0.014746
58209.802020	2458209.802020	12.230083	0.015448
58209.844334	2458209.844334	12.229656	0.015464
58209.887193	2458209.887193	12.332589	0.017087
58210.619774	2458210.619774	12.451419	0.016493
58210.672031	2458210.672031	12.377013	0.015836
58210.731244	2458210.731244	12.422845	0.015070
58210.774091	2458210.774091	12.352326	0.016233
58210.831406	2458210.831406	12.317850	0.016463
58211.717066	2458211.717066	12.357189	0.014402
58211.776140	2458211.776140	12.269223	0.014869
58211.818652	2458211.818652	12.276001	0.015122
58211.861128	2458211.861128	12.348957	0.015542
58211.903490	2458211.903490	12.338831	0.016059
58212.783235	2458212.783235	12.168841	0.012699
58212.825735	2458212.825735	12.221164	0.013098
58212.869149	2458212.869149	12.211579	0.014159
58213.688999	2458213.688999	12.453774	0.014132
58213.771001	2458213.771001	12.317868	0.014132
58213.821013	2458213.821013	12.347175	0.014306
58213.883073	2458213.883073	12.381488	0.014495
58215.487679	2458215.487679	12.419438	0.017256
58215.860793	2458215.860793	12.538012	0.017713
58217.851985	2458217.851985	12.263070	0.012756
58217.893964	2458217.893964	12.395441	0.015757
58218.484508	2458218.484508	12.413083	0.017078
58218.545214	2458218.545214	12.408966	0.016233
58218.594485	2458218.594485	12.385641	0.015493
58218.642633	2458218.642633	12.431913	0.020957
58218.685943	2458218.685943	12.429025	0.019061
58218.728883	2458218.728883	12.477830	0.039988
58220.862263	2458220.862263	12.441581	0.014751
58221.481603	2458221.481603	12.496567	0.017628
58221.551337	2458221.551337	12.449547	0.015798
58221.661418	2458221.661418	12.451205	0.015207
58221.708675	2458221.708675	12.417199	0.015020
58221.768177	2458221.768177	12.318554	0.015725
58221.819334	2458221.819334	12.361085	0.016149
58221.861441	2458221.861441	12.394388	0.016219
58222.488189	2458222.488189	12.364107	0.015306
58222.537112	2458222.537112	12.438552	0.015327
58222.580006	2458222.580006	12.434206	0.015081
58222.622263	2458222.622263	12.452867	0.014867
58222.665538	2458222.665538	12.465475	0.014485
58222.714473	2458222.714473	12.462990	0.014329
58222.757297	2458222.757297	12.323798	0.014383
58222.801881	2458222.801881	12.351031	0.014721
58222.844705	2458222.844705	12.376330	0.014956
58222.887552	2458222.887552	12.332024	0.015114
58223.480133	2458223.480133	12.496420	0.015840
58223.522911	2458223.522911	12.495650	0.015381
58223.571221	2458223.571221	12.512398	0.015400
58223.613501	2458223.613501	12.513276	0.014949
58223.675388	2458223.675388	12.487248	0.014553
58223.717749	2458223.717749	12.485537	0.014422
58223.760388	2458223.760388	12.370842	0.014782
58223.804809	2458223.804809	12.437117	0.014765
58223.849369	2458223.849369	12.430408	0.014713
58223.907286	2458223.907286	12.381421	0.015259
58224.479971	2458224.479971	12.451676	0.016408
58224.532471	2458224.532471	12.409702	0.015573
58224.581152	2458224.581152	12.418948	0.014420
58224.642378	2458224.642378	12.415646	0.014007
58224.685087	2458224.685087	12.404351	0.013929
58224.735955	2458224.735955	12.286902	0.013780
58224.778547	2458224.778547	12.322566	0.014267
58224.826568	2458224.826568	12.310739	0.014167
58224.868675	2458224.868675	12.318145	0.014386
58224.911302	2458224.911302	12.303725	0.014867
58225.479277	2458225.479277	12.372799	0.015988
58225.555573	2458225.555573	12.397808	0.017515
58225.598883	2458225.598883	12.429907	0.018329
58225.671881	2458225.671881	12.417131	0.014469
58225.717645	2458225.717645	12.333390	0.014582
58225.776487	2458225.776487	12.324330	0.014548
58225.834230	2458225.834230	12.474944	0.015307
58225.889485	2458225.889485	12.399301	0.015180
58226.484936	2458226.484936	12.549195	0.016744
58226.658953	2458226.658953	12.557138	0.015086
58226.700955	2458226.700955	12.491022	0.014578
58226.743883	2458226.743883	12.493138	0.014921
58226.786383	2458226.786383	12.405614	0.014554
58226.828825	2458226.828825	12.488866	0.014991
58226.870874	2458226.870874	12.352651	0.014858
58226.913432	2458226.913432	12.467836	0.015851
58227.482865	2458227.482865	12.415635	0.015908
58227.599983	2458227.599983	12.457670	0.014942
58227.692691	2458227.692691	12.419244	0.014553
58227.763513	2458227.763513	12.310215	0.014742
58227.805723	2458227.805723	12.324540	0.014930
58227.848432	2458227.848432	12.414913	0.015545
58227.890932	2458227.890932	12.339195	0.015534
58228.483686	2458228.483686	12.448362	0.015748
58228.526186	2458228.526186	12.428099	0.015257
58228.568547	2458228.568547	12.404326	0.015168
58228.611117	2458228.611117	12.389045	0.014740
58228.653385	2458228.653385	12.402500	0.014631
58228.710260	2458228.710260	12.293601	0.014571
58228.803675	2458228.803675	12.317706	0.014971
58228.865978	2458228.865978	12.376205	0.015290
58228.908142	2458228.908142	12.326222	0.015626
58229.676846	2458229.676846	12.551039	0.012358
58229.737101	2458229.737101	12.360269	0.012274
58229.796013	2458229.796013	12.348199	0.012314
58229.872309	2458229.872309	12.346230	0.012634
58229.914716	2458229.914716	12.367047	0.013168
58230.477494	2458230.477494	12.478758	0.013001
58230.573131	2458230.573131	12.427712	0.011971
58230.728964	2458230.728964	12.295026	0.011984
58230.829300	2458230.829300	12.315746	0.012409
58230.892506	2458230.892506	12.283323	0.012573
58231.647483	2458231.647483	12.395006	0.013114
58231.701557	2458231.701557	12.301343	0.014258
58231.861128	2458231.861128	12.323874	0.018061
58232.597054	2458232.597054	12.471326	0.011982
58233.556476	2458233.556476	12.478056	0.011928
58233.602946	2458233.602946	12.437364	0.011653
58233.661707	2458233.661707	12.431516	0.011648
58233.884971	2458233.884971	12.361043	0.019065
58235.775203	2458235.775203	12.383976	0.056989
58235.901510	2458235.901510	12.377319	0.013584
58236.570446	2458236.570446	12.460908	0.012882
58236.625897	2458236.625897	12.416507	0.022292
58236.677378	2458236.677378	12.434021	0.019543
58236.720191	2458236.720191	12.301548	0.012355
58236.762436	2458236.762436	12.260089	0.012624
58236.884184	2458236.884184	12.277860	0.014289
58084.845376	2458084.845376	12.263123	0.013251
